21:53:05 [Safezone] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4= pos=<7086.647949, 265.129730, 6889.882324>) Entered the safezone
22:12:12 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has sold militarybelt x1 at the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 50.
22:12:59 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to sell militarygear_huntingbag_splinter x1 at the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:12:59 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has sold militarygear_huntingbag_splinter x1 at the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 625.
22:15:14 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to purchase platecarrierpouches_black x1 from the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:15:14 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has bought platecarrierpouches_black x1 from the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) for a price of 100.
22:21:19 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to purchase militarygear_tacticalpants_multicam x1 from the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:21:19 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has bought militarygear_tacticalpants_multicam x1 from the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) for a price of 400.
22:23:39 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to sell militarygear_patrolpants_cadpat x1 at the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:23:39 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has sold militarygear_patrolpants_cadpat x1 at the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 125.
22:24:28 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to sell militarygear_tacticalpants_multicam x1 at the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:24:28 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has sold militarygear_tacticalpants_multicam x1 at the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 150.
22:29:04 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to purchase mvs_gorkajacket_snow x1 from the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:29:04 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has bought mvs_gorkajacket_snow x1 from the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) for a price of 500.
22:31:43 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to sell militarygear_fieldjacket_woodland x1 at the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:31:43 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has sold militarygear_fieldjacket_woodland x1 at the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 250.
22:33:19 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to sell button_pin_radioactive x1 at the trader "CivilianGear (Frida [Civilian Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:33:19 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has sold button_pin_radioactive x1 at the trader "CivilianGear (Frida [Civilian Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 1875.
22:35:05 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to purchase weaponcleaningkit x1 from the trader "Tools_Supplies (Kaito [Tools & Supplies])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:35:05 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has bought weaponcleaningkit x1 from the trader "Tools_Supplies (Kaito [Tools & Supplies])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) for a price of 50.
22:35:30 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to purchase pot x1 from the trader "Tools_Supplies (Kaito [Tools & Supplies])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:35:30 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has bought pot x1 from the trader "Tools_Supplies (Kaito [Tools & Supplies])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) for a price of 25.
22:37:44 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to purchase nailbox x1 from the trader "Tools_Supplies (Kaito [Tools & Supplies])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:37:44 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has bought nailbox x1 from the trader "Tools_Supplies (Kaito [Tools & Supplies])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) for a price of 500.
22:38:00 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to purchase whetstone x1 from the trader "Tools_Supplies (Kaito [Tools & Supplies])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:38:00 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has bought whetstone x1 from the trader "Tools_Supplies (Kaito [Tools & Supplies])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) for a price of 200.
22:38:01 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to purchase whetstone x1 from the trader "Tools_Supplies (Kaito [Tools & Supplies])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:38:01 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has bought whetstone x1 from the trader "Tools_Supplies (Kaito [Tools & Supplies])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) for a price of 200.
22:50:05 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to purchase mvs_gorkapants_snow x1 from the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:50:05 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has bought mvs_gorkapants_snow x1 from the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) for a price of 300.
22:53:18 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to sell militarygear_tacticalpants_multicam x1 at the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:53:18 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has sold militarygear_tacticalpants_multicam x1 at the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 200.
22:55:34 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to sell tacticalgloves_beige x1 at the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:55:34 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has sold tacticalgloves_beige x1 at the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 13.
22:55:52 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to purchase omnogloves_gray x1 from the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:55:52 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has bought omnogloves_gray x1 from the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) for a price of 40.
22:57:52 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to purchase mvs_pants_bdu_snow x1 from the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:57:52 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has bought mvs_pants_bdu_snow x1 from the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) for a price of 500.
22:59:20 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to sell mvs_gorkapants_snow x1 at the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
22:59:20 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has sold mvs_gorkapants_snow x1 at the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 150.
23:05:02 [Party] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) joinded the party "Scarred Reapers" (id=15 ownerUID=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8= ownerName=Mr. Tux)
23:05:54 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has send a requested to sell mvs_pants_bdu_snow x1 at the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
23:05:54 [Market] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4=) has sold mvs_pants_bdu_snow x1 at the trader "MilitaryGear (Judy [Military Gear])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 250.
23:09:44 [Safezone] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4= pos=<7303.399414, 261.889252, 7066.839355>) Entered the safezone
23:09:55 [Safezone] Player "Caged Rage81" (id=GWTeBMtw-uYUd4uXvvI-KfhtsqlA1Dyz6uqis-pJdA4= pos=<7307.755371, 262.626038, 7082.996094>) Left the safezone
23:59:15 [Party] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) left the party "Scarred Reapers" (id=15 ownerUID=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8= ownerName=Mr. Tux)
