00:04:10 [Party] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) joinded the party "Scarred Reapers" (id=15 ownerUID=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8= ownerName=Mr. Tux)
00:26:43 [Safezone] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8= pos=<7294.844238, 260.038391, 7075.899414>) Entered the safezone
00:27:22 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has send a requested to sell ammo_45acp x1 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
00:27:22 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has sold ammo_45acp x1 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 1.
00:27:22 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has send a requested to sell ammo_45acp x1 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
00:27:22 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has sold ammo_45acp x1 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 1.
00:27:24 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has send a requested to sell ammo_45acp x1 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
00:27:24 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has sold ammo_45acp x1 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 1.
00:27:33 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has send a requested to sell ammo_9x19 x14 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
00:27:33 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has sold ammo_9x19 x14 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 14.
00:27:44 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has send a requested to sell ammo_762x54 x2 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
00:27:44 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has sold ammo_762x54 x2 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 2.
00:28:00 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has send a requested to sell ammo_545x39tracer x26 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
00:28:00 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has sold ammo_545x39tracer x26 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 26.
00:28:04 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has send a requested to sell ammobox_45acp_25rnd x1 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
00:28:04 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has sold ammobox_45acp_25rnd x1 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 15.
00:28:05 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has send a requested to sell ammobox_45acp_25rnd x1 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
00:28:05 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has sold ammobox_45acp_25rnd x1 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 20.
00:28:15 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has send a requested to sell aks74u_bttstck x1 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
00:28:15 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has sold aks74u_bttstck x1 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 75.
00:28:23 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has send a requested to sell mag_cmag_30rnd x1 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
00:28:23 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has sold mag_cmag_30rnd x1 at the trader "Ammo_Attachments (Taiki [Ammo & Attachments])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 110.
00:29:10 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has send a requested to sell colt1911 x1 at the trader "Weapons (Seth [Weapons])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
00:29:10 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has sold colt1911 x1 at the trader "Weapons (Seth [Weapons])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 125.
00:29:21 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has send a requested to sell combatknife x1 at the trader "Weapons (Seth [Weapons])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
00:29:21 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has sold combatknife x1 at the trader "Weapons (Seth [Weapons])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 50.
00:31:09 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has send a requested to sell deerpelt x1 at the trader "Hunting_Fishing (Boris [Hunting Trader])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
00:31:09 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has sold deerpelt x1 at the trader "Hunting_Fishing (Boris [Hunting Trader])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>) and got 1500.
00:31:12 [Market] Player "Mr. Tux" (id=3FCmlLdqs97wNYtgsvMTGavMyuZc44PrYyr2Gfkoti8=) has send a requested to sell cowsteakmeat x1 at the trader "Hunting_Fishing (Boris [Hunting Trader])" in market zone "Outpost 42" (pos=<7196.500000, 252.990005, 6976.500000>).
